species,region,production_system,year,group,age_group,sex,ahle_component,cause,disease,disease_proportion,mean,sd,lower95,upper95,date,exchg_rate_lcuperusdol,mean_usd,sd_usd,lower95_usd,upper95_usd
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Adult,Adult,Overall,Mortality,External,All causes,1.0,17347268.4598742,99625660.8430338,-177919026.79247203,212613563.71222046,2019-01-01,29.06975,596746.3930675084,3427124.789275237,-6120418.193911955,7313910.980046972
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Adult,Adult,Overall,Mortality,Infectious,Brucellosis,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Adult,Adult,Overall,Mortality,Infectious,Other Infectious,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Adult,Adult,Overall,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Adult,Adult,Overall,Mortality,Non-infectious,All conditions,1.0,30767189.730132,187110005.836984,-335968421.71035665,397502801.1706206,2019-01-01,29.06975,1058391.9617517178,6436588.062745088,-11557320.641228653,13674104.564732088
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Adult,Adult,Overall,Production loss,External,All causes,1.0,625298805.885514,193301716.93692,246427440.68915087,1004170171.0818772,2019-01-01,29.06975,21510291.82863678,6649583.052379878,8477109.045972217,34543474.61130135
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Adult,Adult,Overall,Production loss,Infectious,Brucellosis,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Adult,Adult,Overall,Production loss,Infectious,Other Infectious,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Adult,Adult,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Adult,Adult,Overall,Production loss,Non-infectious,All conditions,1.0,1902524852.98654,492836299.011373,936565706.924249,2868483999.048831,2019-01-01,29.06975,65446894.21087351,16953578.858138546,32217879.64892196,98675908.77282505
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Health cost,External,All causes,1.0,-60828.32732604755,17873.69696050099,-95860.77336862948,-25795.881283465606,2019-01-01,29.06975,-2092.495715513465,614.8555443545607,-3297.612582448404,-887.378848578526
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Health cost,Infectious,Brucellosis,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Health cost,Infectious,Other Infectious,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,2019-01-01,29.06975,-0.0,0.0,-0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Health cost,Non-infectious,All conditions,1.0,-60828.32732604755,17873.69696050099,-95860.77336862948,-25795.881283465606,2019-01-01,29.06975,-2092.495715513465,614.8555443545607,-3297.612582448404,-887.378848578526
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Mortality,External,All causes,1.0,18663939.1826318,67842045.7674556,-114306470.52158116,151634348.88684475,2019-01-01,29.06975,642039.8931064699,2333767.7746611373,-3932144.945229359,5216224.731442299
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Mortality,Infectious,Brucellosis,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Mortality,Infectious,Other Infectious,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Mortality,Non-infectious,All conditions,1.0,27205614.7735232,94695050.3643164,-158396683.94053695,212807913.48758337,2019-01-01,29.06975,935873.709733424,3257511.6870394964,-5448849.196863989,7320596.616330838
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Production loss,External,All causes,1.0,25182264.2739629,118033636.446045,-206163663.1602853,256528191.70821106,2019-01-01,29.06975,866270.4107865703,4060359.529959666,-7092034.267934375,8824575.089507515
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Production loss,Infectious,Brucellosis,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Production loss,Infectious,Other Infectious,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Juvenile,Juvenile,Overall,Production loss,Non-infectious,All conditions,1.0,46588020.5233838,226071183.336895,-396511498.81693035,489687539.86369795,2019-01-01,29.06975,1602628.8675817235,7776853.3729012115,-13640003.743304651,16845261.478468098
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Health cost,External,All causes,1.0,-2983.215976958784,12846.423077274467,-28162.20520841674,22195.77325449917,2019-01-01,29.06975,-102.62269118099688,441.91721900857306,-968.7804404378002,763.5350580758063
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Health cost,Infectious,Brucellosis,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Health cost,Infectious,Other Infectious,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,2019-01-01,29.06975,-0.0,0.0,-0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Health cost,Non-infectious,All conditions,1.0,-2983.215976958784,12846.423077274467,-28162.20520841674,22195.77325449917,2019-01-01,29.06975,-102.62269118099688,441.91721900857306,-968.7804404378002,763.5350580758063
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Mortality,External,All causes,1.0,6930081.08330378,77618026.9300276,-145201251.69955033,159061413.8661579,2019-01-01,29.06975,238394.93230260944,2670061.7284299866,-4994926.055420165,5471715.920025383
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Mortality,Infectious,Brucellosis,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Mortality,Infectious,Other Infectious,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Mortality,Non-infectious,All conditions,1.0,11333209.7340054,115717493.271614,-215473077.07835805,238139496.54636884,2019-01-01,29.06975,389862.64876737504,3980684.156954016,-7412278.298862496,8192003.596397246
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Production loss,External,All causes,1.0,57030541.1540389,76455680.0284701,-92822591.7017625,206883674.0098403,2019-01-01,29.06975,1961851.7928100138,2630076.9710255545,-3193099.0704000723,7116802.6560201
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Production loss,Infectious,Brucellosis,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Production loss,Infectious,Other Infectious,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Oxen,Oxen,Overall,Production loss,Non-infectious,All conditions,1.0,166500986.429708,218487147.761648,-261733823.18312204,594735796.042538,2019-01-01,29.06975,5727637.369764377,7515962.392578127,-9003648.91968875,20458923.659217507
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Health cost,External,All causes,1.0,-43998.86325109067,18011.44446800294,-79301.29440837643,-8696.432093804906,2019-01-01,29.06975,-1513.5618039746014,619.594061455738,-2727.966164427848,-299.1574435213549
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Health cost,Infectious,Brucellosis,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Health cost,Infectious,Other Infectious,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,2019-01-01,29.06975,-0.0,0.0,-0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Health cost,Non-infectious,All conditions,1.0,-43998.86325109067,18011.44446800294,-79301.29440837643,-8696.432093804906,2019-01-01,29.06975,-1513.5618039746014,619.594061455738,-2727.966164427848,-299.1574435213549
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Mortality,External,All causes,1.0,33080964.5669087,83270062.2298331,-130128357.40356417,196290286.53738156,2019-01-01,29.06975,1137985.8638931776,2864491.859401374,-4476418.180533516,6752389.908319871
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Mortality,Infectious,Brucellosis,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Mortality,Infectious,Other Infectious,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Mortality,Non-infectious,All conditions,1.0,46481514.6024761,120400527.832867,-189503519.9499432,282466549.1548954,2019-01-01,29.06975,1598965.061704215,4141780.64251901,-6518924.997633046,9716855.121041475
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Production loss,External,All causes,1.0,18608995.2961045,95012379.6213859,-167615268.76181188,204833259.35402086,2019-01-01,29.06975,640149.8222758882,3268427.8200323675,-5765968.704987552,7046268.349539327
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Production loss,Infectious,Brucellosis,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Production loss,Infectious,Other Infectious,,,,,,2019-01-01,29.06975,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2019,Sub-adult,Sub-adult,Overall,Production loss,Non-infectious,All conditions,1.0,53146418.945805,265016803.071635,-466286515.07459956,572579352.9662095,2019-01-01,29.06975,1828237.9086784371,9116583.495614342,-16040265.74272567,19696741.560082544
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Health cost,External,All causes,1.0,-182987.75417116532,26678.334939072643,-235277.2906517477,-130698.21769058294,2020-01-01,34.9271654040404,-5239.124104528596,763.8276576543046,-6736.226313531032,-3742.021895526159
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Health cost,Infectious,Brucellosis,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Health cost,Infectious,Other Infectious,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,2020-01-01,34.9271654040404,-0.0,0.0,-0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Health cost,Non-infectious,All conditions,1.0,-182987.75417116532,26678.334939072643,-235277.2906517477,-130698.21769058294,2020-01-01,34.9271654040404,-5239.124104528596,763.8276576543046,-6736.226313531032,-3742.021895526159
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Mortality,External,All causes,1.0,18214631.8828679,104606943.885185,-186814978.1320947,223244241.89783052,2020-01-01,34.9271654040404,521503.2961352431,2995002.3906916874,-5348701.389620464,6391707.981890951
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Mortality,Infectious,Brucellosis,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Mortality,Infectious,Other Infectious,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Mortality,Non-infectious,All conditions,1.0,32305549.2166386,196465506.128834,-352766842.795876,417377941.2291533,2020-01-01,34.9271654040404,924940.4823702489,5625005.747134198,-10100070.78201278,11949951.74675328
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Production loss,External,All causes,1.0,656563746.179789,202966802.783766,258748812.7236076,1054378679.6359704,2020-01-01,34.9271654040404,18798082.76980408,5811144.432587897,7408239.681931799,30187925.857676357
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Production loss,Infectious,Brucellosis,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Production loss,Infectious,Other Infectious,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Adult,Adult,Overall,Production loss,Non-infectious,All conditions,1.0,1997651095.63587,517478113.961942,983393992.2704636,3011908199.0012765,2020-01-01,34.9271654040404,57194767.2399656,14815920.730345892,28155562.608487654,86233971.87144355
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Health cost,External,All causes,1.0,-63869.74369234964,18767.381808526043,-100653.81203706068,-27085.6753476386,2020-01-01,34.9271654040404,-1828.655230205459,537.3290844368097,-2881.8202357016057,-775.4902247093121
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Health cost,Infectious,Brucellosis,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Health cost,Infectious,Other Infectious,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,2020-01-01,34.9271654040404,-0.0,0.0,-0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Health cost,Non-infectious,All conditions,1.0,-63869.74369234964,18767.381808526043,-100653.81203706068,-27085.6753476386,2020-01-01,34.9271654040404,-1828.655230205459,537.3290844368097,-2881.8202357016057,-775.4902247093121
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Mortality,External,All causes,1.0,19597136.1417635,71234148.0558283,-120021794.04765996,159216066.33118698,2020-01-01,34.9271654040404,561085.7885277026,2039505.5605510972,-3436345.1101524476,4558516.6872078525
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Mortality,Infectious,Brucellosis,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Mortality,Infectious,Other Infectious,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Mortality,Non-infectious,All conditions,1.0,28565895.5121994,99429802.8825322,-166316518.1375637,223448309.1619625,2020-01-01,34.9271654040404,817870.422112608,2846775.6181276045,-4761809.789417497,6397550.633642713
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Production loss,External,All causes,1.0,26441377.487661,123935318.268348,-216471846.31830105,269354601.29362303,2020-01-01,34.9271654040404,757043.3266423115,3548393.2587902215,-6197807.460586522,7711894.113871144
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Production loss,Infectious,Brucellosis,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Production loss,Infectious,Other Infectious,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Juvenile,Juvenile,Overall,Production loss,Non-infectious,All conditions,1.0,48917421.549553,237374742.503739,-416337073.7577754,514171916.8568814,2020-01-01,34.9271654040404,1400555.1548106505,6796278.477161485,-11920150.66042586,14721260.97004716
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Health cost,External,All causes,1.0,-3132.376775806459,13488.74423113819,-29570.31546883731,23305.56191722439,2020-01-01,34.9271654040404,-89.68310882291362,386.1963624903211,-846.627979303943,667.2617616581157
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Health cost,Infectious,Brucellosis,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Health cost,Infectious,Other Infectious,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,2020-01-01,34.9271654040404,-0.0,0.0,-0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Health cost,Non-infectious,All conditions,1.0,-3132.376775806459,13488.74423113819,-29570.31546883731,23305.56191722439,2020-01-01,34.9271654040404,-89.68310882291362,386.1963624903211,-846.627979303943,667.2617616581157
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Mortality,External,All causes,1.0,7276585.13746897,81498928.276529,-152461314.28452787,167014484.5594658,2020-01-01,34.9271654040404,208335.97726276435,2333396.5792454816,-4365121.318058379,4781793.2725839075
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Mortality,Infectious,Brucellosis,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Mortality,Infectious,Other Infectious,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Mortality,Non-infectious,All conditions,1.0,11899870.2207057,121503367.935195,-226246730.93227652,250046471.3736879,2020-01-01,34.9271654040404,340705.2958076327,3478764.066010905,-6477672.273573741,7159082.865189007
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Production loss,External,All causes,1.0,59882068.2117409,80278464.0298936,-97463721.28685054,217227857.71033236,2020-01-01,34.9271654040404,1714484.056149993,2298453.455962588,-2790484.717536679,6219452.829836666
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Production loss,Infectious,Brucellosis,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Production loss,Infectious,Other Infectious,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Oxen,Oxen,Overall,Production loss,Non-infectious,All conditions,1.0,174826035.751193,229411505.14973,-274820514.3422778,624472585.8446639,2020-01-01,34.9271654040404,5005445.867959527,6568282.953852061,-7868388.721590512,17879280.45750957
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Health cost,External,All causes,1.0,-46198.806413644925,18912.016691403085,-83266.35912879497,-9131.253698494882,2020-01-01,34.9271654040404,-1322.718459377199,541.4701271238956,-2383.999908540034,-261.43701021436374
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Health cost,Infectious,Brucellosis,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Health cost,Infectious,Other Infectious,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,2020-01-01,34.9271654040404,-0.0,0.0,-0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Health cost,Non-infectious,All conditions,1.0,-46198.806413644925,18912.016691403085,-83266.35912879497,-9131.253698494882,2020-01-01,34.9271654040404,-1322.718459377199,541.4701271238956,-2383.999908540034,-261.43701021436374
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Mortality,External,All causes,1.0,34735012.7952541,87433565.3413248,-136634775.2737425,206104800.86425072,2020-01-01,34.9271654040404,994498.4768570977,2503311.22866359,-3911991.5313235377,5900988.485037734
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Mortality,Infectious,Brucellosis,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Mortality,Infectious,Other Infectious,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Mortality,Non-infectious,All conditions,1.0,48805590.3325999,126420554.22451,-198978695.9474397,296589876.6126395,2020-01-01,34.9271654040404,1397353.3141900497,3619548.07274127,-5696960.9083828395,8491667.536762938
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Production loss,External,All causes,1.0,19539445.0609097,99762998.6024552,-175996032.1999025,215074922.32172188,2020-01-01,34.9271654040404,559434.0346511303,2856315.347907235,-5038944.04724705,6157812.11654931
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Production loss,Infectious,Brucellosis,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Production loss,Infectious,Other Infectious,,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2020,Sub-adult,Sub-adult,Overall,Production loss,Non-infectious,All conditions,1.0,55803739.8930952,278267643.225216,-489600840.8283281,601208320.6145185,2020-01-01,34.9271654040404,1597717.3998391458,7967083.500942386,-14017766.26200793,17213201.06168622
Cattle,Benishangul Gumz,Crop livestock mixed,2021,Adult,Adult,Overall,Health cost,External,All causes,1.0,-192137.14187972373,28012.251686026277,-247041.15518433522,-137233.12857511223,2021-01-01,43.73377831884,-4393.335066523472,640.5175304498886,-5648.749426205253,-3137.920706841691
Cattle,Benishangul Gumz,Crop livestock mixed,2021,Adult,Adult,Overall,Health cost,Infectious,Brucellosis,,,,,,2021-01-01,43.73377831884,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2021,Adult,Adult,Overall,Health cost,Infectious,Other Infectious,,,,,,2021-01-01,43.73377831884,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2021,Adult,Adult,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,2021-01-01,43.73377831884,-0.0,0.0,-0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2021,Adult,Adult,Overall,Health cost,Non-infectious,All conditions,1.0,-192137.14187972373,28012.251686026277,-247041.15518433522,-137233.12857511223,2021-01-01,43.73377831884,-4393.335066523472,640.5175304498886,-5648.749426205253,-3137.920706841691
Cattle,Benishangul Gumz,Crop livestock mixed,2021,Adult,Adult,Overall,Mortality,External,All causes,1.0,19125363.4770113,109837291.079445,-196155727.0387009,234406453.9927235,2021-01-01,43.73377831884,437313.3127803027,2511497.8696484677,-4485222.511730693,5359849.137291299
Cattle,Benishangul Gumz,Crop livestock mixed,2021,Adult,Adult,Overall,Mortality,Infectious,Brucellosis,,,,,,2021-01-01,43.73377831884,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2021,Adult,Adult,Overall,Mortality,Infectious,Other Infectious,,,,,,2021-01-01,43.73377831884,,,,
Cattle,Benishangul Gumz,Crop livestock mixed,2021,Adult,Adult,Overall,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
Cattle,Benishangul Gumz,Crop livestock mixed,2021,Adult,Adult,Overall,Mortality,Non-infectious,All conditions,1.0,33920826.6774705,206288781.435275,-370405184.93566847,438246838.2906095,2021-01-01,43.73377831884,775620.7668628942,4716921.093149827,-8469544.575710766,10020786.109436555
